Artikel;Netto;id;Name ES
03-1000703;6,70;266500;Cadena 1/2"x5/16" USPV10, USPS10 a paritr 04.2002
03-1000708;9,80;266501;Cadena 1/2"x5/16" 55GL conexión sinfines de ceniza
03-1000709;7,10;266502;Cadena 1/2"x5/16" 61GL caldera de succión pelets
03-1000710;8,20;266503;Cadena de rodillos 1/2"x5/16" 69GL TDS
03-1000711;20,90;266504;Cadena de rodillos 1/2"x5/16" 79GL TDS
03-1000712;14,40;266505;Cadena 1/2"x5/16" 123GL TDS
03-1000714;22,70;266506;Cadena 1/2"x5/16" 150GL Limpieza de la caldera 100kW
03-1000715;23,30;266507;Cadena 1/2"x5/16" 157GL Limpieza de la caldera 25kW
03-1000716;19,30;266508;Cadena de rodillos 1/2"x5/16" 165GL caldera
03-1000717;25,90;266509;Cadena 1/2"x5/16" 175GL Limpieza de la caldera 100kW
03-1000718;27,80;266510;Cadena 1/2"x5/16" 187GL Limpieza de la caldera 40kW
03-1000719;22,90;266511;Cadena 1/2"x5/16" 187GL Limpieza de la caldera 40kW 06
03-1000720;36,50;266512;Cadena 1/2"x5/16" 247GL Limpieza de la caldera 60kW
03-1000721;31,00;266513;Cadena 1/2"x5/16" 265GL Limpieza de la caldera  60kW   06
03-1000722;40,50;266514;Cadena 1/2"x5/16" 273GL Limpieza de la caldera 80kW
03-1000729;21,40;266515;Cadena de rodillos 3/4"x7/16" 39GL ANTIGUA:muy corta
03-1000730;17,00;266516;Cadena 3/4"x7/16" 41GL sinfín de la caldera USD, RA USZI
03-1000731;23,80;266517;Cadena 3/4"x7/16" 45GL sinfín de la caldera USD, RA USV i=15:30
03-1000732;15,10;266518;Cadena de rodillos 3/4"x7/16" 45GL cargador USZI
03-1000733;16,80;266519;Cadena 3/4"x7/16" 51GL TDS Sinfín de alimentación de la caldera
03-1000734;3,70;266520;Eslabón de patente de 1" x 17,02 mm
03-1000735;0,70;266521;Eslabón de unión 1/2"x5/16"
03-1000736;1,90;266522;Eslabón de unión 3/4"x7/16"
03-1000737;2,90;266523;Unión ondulada simple  1/2"x5/16"
03-1000738;10,00;266524;Unión ondulada simple  3/4"x7/16"
03-1000741;76,70;266525;Bisel M3 z = 16 R1 1.5 Limpieza antigua unidad
03-1000742;40,90;266526;Bisel M3 z = 24 R1 1.5 Limpieza antigua unidad
03-1000746;108,20;266527;Eje perfilado 1 3/8" L=140mm
03-1000750;4,80;270609;
03-1000757;9,40;266528;Sellado tubo del sinfín de la caldera
03-1000758;7,70;266529;Sellado del cojinete de los tubuladores para UCFL 205
03-1000759;2,40;266530;Junta para rodamiento de deslizamiento del turbulador
03-1000760;41,20;266531;Engranaje 2fach 1/2"x5/16" z16 Motor de limpieza 180Watt
03-1000761;12,00;266532;Engranaje 1/2"x5/16" z=16 Motor de limpieza 180Watt USV
03-1000762;8,70;266533;Engranaje 1/2"x5/16" z=16 Sinfín de ceniza USV
03-1000763;54,60;266534;Rueda de cadena 3/4"x7/16" 33 dientes sinfín cargador
03-1000764;165,80;266535;Rueda de cadena 3/4"x7/16" 33 dientes sinfín cargador
03-1000765;48,50;266536;Engranaje 3/4"x7/16" z=30 Sistema de alimentaciónUSV
03-1000766;34,00;266537;Engranaje 3/4"x7/16" z=22 Sistema de alimentaciónUSV ZI
03-1000767;17,20;266538;Engranaje 3/4"x7/16" z=15 Sistema de alimentaciónUSV
03-1000768;16,40;266539;Engranaje 3/4"x7/16" z=15 Motor Sistema de alimentaciónUSV
03-1000769;17,00;266540;Engranaje 3/4"x7/16" z=12 Motor sinfín de la caldera USV
03-1000770;85,30;266541;Engranaje 3/4"x7/16" z=22 Motor sistema de alimentación USV 
03-1000771;8,40;266542;Engranaje 1/2"x5/16" z=19 Turbulator astillas de madera USV
03-1000772;9,10;266543;Engranaje 1/2"x5/16" z=16 Turbulator USV
03-1000773;56,90;266544;Engranaje 1/2"x5/16" z=16 Motor de limpieza 120Watt USV
03-1000776;96,20;266545;Cojinete de 4 agujeros Ø50mm con YAR210-2F u. engrasador
03-1000781;4,70;266546;Sellado tapa del quemador mantenimiento USP 10-30 kW
03-1000783;3,30;266547;Sellado apoyo sensor 34x84  s=2mm
03-1000784;0,70;266548;Junta para hojas de cierre 53x70 s=2m
03-1000785;17,00;266549;Rueda de cadena de 1/2" x 5/16", 13 dientes
03-1000789;21,70;266550;Engranaje 1/2"x5/16" z=19 USP V
03-1000790;22,30;266551;Rueda de cadena de 1/2" x 5/16", 26 dientes accion. célula
03-1000791;8,00;266552;Rueda de cadena de 1/2" x 5/16", 11 dientes accion. célula
03-1000797;5,70;266553;Engranaje 1/2"x5/16" z=11 rejilla giratoria TDS
03-1000798;16,80;266554;Rueda de cadena de 1/2" x 5/16", 40 dientes TDS
03-1000799;36,20;266555;Engranaje 1/2"x5/16" z=40 TDS
03-1000800;8,60;266556;Rueda cadena de 1/2" x 5/16", 11 dientes parrilla giratoria TDS
03-1000803;71,40;266557;Set de tacos y tirafondos con 24 uds. bornas y tacos
03-1000808;22,20;266558;Retén para eje ABM FGA 103 WDR 30x47x7 SL
03-1000809;1,10;266559;Anillo 28x1, 5
03-1000811;0,30;266560;Arandela elástica M5 galv.
03-1000812;1,50;266561;Anillo de seguridad doblado para accionamiento LF
03-1000813;1,70;266562;Tornillo prisionero M10x16
03-1000814;0,70;266563;Tuerca hexagonal M5, DIN980V galv.
03-1000817;17,00;266564;Tuerca hexagonal con dentado de bloqueo, SO
03-1000821;55,70;266565;Juego de tornillos TDS300, estructura
03-1000825;1,50;266566;Anillo de seguridad Ø37x1,75
03-1000828;1,30;266567;Anillo de seguridad Ø40x1,75
03-1000829;33,40;266568;Rueda de cadena 3/4"x7/16" 30 dientes, d1=45H7, T alim.
03-1000831;17,50;266569;Sello del eje BS04 Bauer 30 x 55 x 7
03-1000832;17,00;266570;Sello del eje BS06 Bauer 40 x 68 x 8
03-1000833;1,30;266571;Pasador de sujeción 10x14 ISO13337
03-1000834;2,00;266572;Arandela Nord-Lock, NL-8 / acero galv., amarillo
03-1000835;1,70;266573;Tornillo alomado M8x25, ISO7380, 10.9 negro
03-1000836;2,40;266574;Pasador 6,3x40, DIN94 - A2
03-1000837;81,30;266575;Juego de tacos para USP, GS/GL-2S
03-1000838;0,30;266576;Tornillo M3 x 6 con arandela dentada
03-1000839;1,30;266577;Tuerca de jaula M3 de fijación
03-1000840;15,70;266578;Cadena de rodillos_1-2x5x16_55_GL disp. succión de pellets
03-1000841;1,10;266579;Remaches avellanados 5x30
03-1000842;95,00;266580;Juego de tornillos TDS300, conexión contenedor ceniza
03-1000845;2,40;266581;Arandela Nord-Lock, NL-6 / acero galv., amarillo
03-1000846;1,30;266582;Tuerca hexagonal M10, 04 galv.
03-1000847;1,30;266583;Tornillo de cabeza plana redonda M10x30 galv.
03-1000848;7,70;266584;Conector doble SNAP-Line
03-1000854;9,80;266585;Tornillo de cabeza hexagonal M8x110, DIN931 A4-NIRO
03-1000861;1,30;266586;Tuerca hexagonal M10
03-1000862;0,50;266587;Tornillo prisionero M8x16
03-1000863;0,30;266588;Pasador 4x80
03-1000864;1,30;266589;Arandela Nord-Lock, NL-6 / acero galv., amarillo
03-1000865;104,00;266590;Tensor de cadena - 1/2"x5/16"
03-1000867;20,90;271022;Cadena de rodillos 1/2"x5/16" 73GL
03-1000868;6,10;270972;Tornillo hexagonal M14x65 galv.
03-1010008;0,60;266591;Rodamiento de deslizamiento Iglidur R forma F Ø8
03-1010012;8,10;266592;Racor 3/4"
03-1010013;4,90;266593;Racor acodado 3/4"
03-1010014;2,30;266594;Junta plana de 2 mm
03-1010016;47,50;266595;Cadena de rodillos 3/4 x 7/16 x 67Gl
03-1010020;2,80;271021;Resorte de ajuste 6x6x56
03-1010024;1,50;266596;Tornillo cilíndrico M10x35
03-1010053;4,50;266597;Rueda de poliamida Ø80
03-1010056;1,10;266598;Anillo de seguridad Ø17x1
03-1010060;8,50;266599;Vaina de inmersión perfilada 1/2" Ø16x100
03-1010066;0,70;266600;Tornillo avellanado M6x16 A2
03-1010067;1,30;266601;Tornillo avellanado M8x50
03-1010068;18,80;266602;Abrazadera para manguera 277-307mm
03-1010069;17,00;266603;Abrazadera para manguera 251-282mm
03-1010071;4,40;266604;Amortiguador de vibraciones M8
03-1010072;1,30;266605;Tornillo avellanado M8x10
03-1010093;1,30;266606;Tuerca hexagonal M6
03-1010095;6,70;266607;Abrazadera de manguera W1 100-120
03-1010096;8,50;266608;Abrazadera de manguera 175-205
03-1010103;32,00;266609;Unidad de apoyo abridada de cuatro agujeros
03-1010104;0,30;266610;Pasador de sujeción Ø5x8
03-1010122;11,30;266611;Unidad de apoyo abridada de dos agujeros
03-1010124;0,50;266612;Ran. rosca Tornillo alomado M4x8
03-1010131;17,00;266613;Cadena de rodillos 3/4"x7/16" 53 eslab.
03-1010134;0,20;266614;Tornillo hexagonal M5 x 16 A2
03-1010157;9,70;266615;
03-1010165;0,50;269916;Junta plana 3/4 pulg.
03-1010166;5,40;266616;Pieza roscada M10x250
03-1010167;14,90;270935;
03-1010172;2,50;266617;Tuerca hexagonal M16 izq.
03-1010174;20,70;266618;Rueda de cadena de 1/2" x 5/16", 13 dientes
03-1010176;1,90;266619;Resorte de ajuste 6x6x20
03-1010186;16,70;266620;Rueda orientable con tornillo prisionero M10
03-1010187;39,00;269970;Elemento tensor de cadena
03-1010189;7,30;266621;Cierre magnético de acero inoxidable
03-1010190;8,60;266622;Manguito roscado V4A
03-1010191;0,70;270951;Tornillo hexagonal M8x35
03-1010197;4,50;266623;Tornillo de cabeza de martillo M10x110
03-1010198;10,00;266624;Tornillo de cabeza de martillo M10x70
03-1010199;3,30;266625;Tornillo de anclaje alomado M-M
03-1010214;0,60;270114;
03-1010215;3,10;266626;Espiga 13mm
03-1010218;29,50;266627;Empuñadura extraíble
03-1010220;1,10;266628;Tornillo avellanado M5x16 con dentado bloq.
03-1010221;0,80;270616;
03-1010222;2,20;266629;Resorte de presión
03-1010226;2,20;270313;Tope
03-1010229;1,20;269988;Tornillo hexagonal M5x30
03-1010233;1,40;266630;Disco de sujeción para M6
03-1010238;3,20;266631;Perno con agujeros para pasador
03-1010239;0,70;266632;Disco de seguridad
03-1010248;2,00;266633;Tornillo de cabeza de martillo M8x70
03-1010249;1,50;266634;Tapón roscado
03-1010251;56,30;266635;Cadena de rodillos 1/2x5/16 363Gl
03-1010252;42,70;266636;Cadena de rodillos 1/2_x5/16 289 eslab.
03-1010253;0,40;266637;Tuerca hexagonal abridada M10
03-1010255;0,30;266638;Tuerca hexagonal abridada M6
03-1010256;0,30;266639;Tuerca hexagonal abridada M5
03-1010258;1,30;266640;Tornillo hexagonal M8x20
03-1010259;0,50;266641;Tuerca hexagonal abridada M10
03-1010261;3,70;266642;Tornillo hexagonal M8x100
03-1010264;1,50;266643;Tornillo hexagonal M5x16
03-1010265;0,50;266644;Tornillo hexagonal M5x12
03-1010269;10,40;266645;Boquilla doble fig. 280 3/4"-3/4"
03-1010270;0,60;266646;Tornillo hexagonal M6x20
03-1010271;2,10;266647;Tuerca hexagonal M10
03-1010274;1,90;266648;Tornillo avellanado M6x25
03-1010279;1,50;266649;Tornillo hexagonal M10x25
03-1010288;1,90;266650;Resorte de ajuste 16x10x45
03-1010293;2,30;266651;Tornillo avellanado M6x35 con dentado de bloqueo
03-1010300;2,10;270715;
03-1010310;1,30;266652;Tornillo cilíndrico M8x12 galv.
03-1010322;19,70;266653;Anillo tensor sin masilla sellante
03-1010323;26,20;266654;Anillo tensor sin masilla sellante
03-1010327;1,10;272560;Casquillo de collarín de Glycodur F
03-1010328;7,10;270838;
03-1010329;11,60;266655;Junta de obturación V-100A FPM
03-1010331;51,10;266656;Cable bowden L=2250mm
03-1010334;0,60;270703;Tornillo avellanado M10x25
03-1010338;7,00;266657;Anillo de obturación rebordeado DN200
03-1010346;0,50;270008;Tornillo de cabeza redonda M8x40
03-1010348;0,60;269991;Tornillo hexagonal M6x16
03-1010350;1,50;266658;Tornillo hexagonal M5x12
03-1010351;0,70;266659;Tornillo hexagonal M6x20
03-1010352;1,10;266660;Tornillo hexagonal_M6x12
03-1010353;1,50;270409;Tornillo hexagonal M10x25
03-1010354;0,80;266661;Tornillo hexagonal M8x25
03-1010361;6,00;270727;Tornillo de compensación del suelo
03-1010367;41,00;271075;Rodamiento ranurado de bolas 6013 RS L3
03-1010368;2,50;271047;
03-1010373;12,60;266662;Rodamiento ranurado de bolas 6208
03-1010381;17,60;266663;Cadena de rodillos_simple_3_4_pulgadas
03-1010382;5,60;266664;Anillo de obturación rebordeado DN150
03-1010383;1,50;270567;
03-1010384;22,70;266665;Cadena de rodillos simple 3/4"x7/16"
03-1010385;2,60;272569;Rodamiento de deslizamiento
03-1010389;3,40;270389;Muelle de compresión
03-1010390;0,20;270851;Pasador Ø5x32
03-1010392;1,10;269972;
03-1010394;36,40;270273;Grifo esférico G 5/4"
03-1010395;49,10;270274;Grifo esférico 6/4" DN40
03-1010398;157,90;269915;Válvula de 3 vías 32
03-1010400;87,90;270266;Válvula de 3 vías 8
03-1010401;104,10;270012;Válvula de 3 vías 15
03-1010413;6,30;266666;Vaina de inmersión 120mm
03-1010414;13,80;266667;Manguito de protección para sensor de gas de combustión
03-1010416;12,30;266668;
03-1010418;15,00;269888;Rodillo de leva KR30-PP 1
03-1010421;1,50;266669;Tornillo alomado M5 con brida
03-1010422;0,60;266670;Tornillo hexagonal M6x12
03-1010423;3,70;270998;Tornillo hexagonal M8x20 A2
03-1010426;3,30;270688;
03-1010427;1,90;266671;Tapón de sellado GPN 915
03-1010428;4,70;272586;Muelle de compresión
03-1010430;2,20;266672;Tornillo hexagonal M8x80
03-1010432;2,20;270323;Anillo de fijación para eje STARLOCK Ø15
03-1010433;11,00;270303;Conector abatible para tubo Ø6x32
03-1010436;0,80;266673;Tornillo hexagonal M6x10 A2
03-1010462;2,50;272577;
03-1010465;73,70;270860;
03-1010466;0,50;270204;
03-1010470;3,80;272556;
03-1010474;0,30;269887;Pasador 3,2x36 galv.
03-1010476;1,10;270059;Tornillo hexagonal M10x30
03-1010477;8,50;266674;Empuñadura en estrella
03-1010483;1,50;270611;Resorte de ajuste 4x4x10
03-1010488;18,80;266675;Casquillo de collarín rodamiento de deslizamiento ID26 AD30
03-1010503;6,90;266676;Pie de máquina M12
03-1010506;0,20;270805;
03-1010510;4,90;266677;Anillo de seguridad Ø100x3
03-1010512;2,30;266678;
03-1010514;1,30;266679;
03-1010520;0,80;269974;Tornillo hexagonal M12x35
03-1010530;3,30;270689;
03-1010532;0,50;270045;Tornillo hexagonal M12x100
03-1010533;1,80;266680;Pieza en Y PN8
03-1010535;2,30;270113;
03-1010542;3,60;270207;Perno roscado M10x35
03-1010543;2,10;270359;
03-1010544;1,70;270107;
03-1010546;0,60;266681;Tornillo cilíndrico M6x16 A2
03-1010547;1,90;270186;Tornillo de cabeza de martillo M10x90
03-1010548;5,90;270101;
03-1010551;0,40;271051;
03-1010553;10,90;266682;Bisagra atornillada EMKA
03-1010554;100,30;270263;Válvula de 3 vías 12
03-1010555;2,80;270188;Tornillo cilíndrico con collarín M10x20 galv.
03-1010556;8,90;270345;Rueda de cadena 1_2_x5_16, 22 dientes
03-1010559;5,70;266683;Pieza separadora BN31-33
03-1010563;61,90;266684;Rueda de cadena 3_4_x7_16, 33 dientes
03-1010565;3,30;266685;Junta para UCF308
03-1010566;68,20;266686;Rodamiento con soporte abridado UCF308 especial Ø40
03-1010567;2,10;266687;
03-1010569;10,40;271083;Tornillo de cierre M18x1
03-1010572;11,70;272555;
03-1010583;1,70;266688;
03-1010584;0,30;266689;Arandela M8 A2
03-1010590;2,10;272554;
03-1010593;0,70;269897;
03-1010603;19,70;270538;
03-1010604;6,70;269885;
03-1010606;1,00;270845;
03-1010608;28,10;269908;
03-1010610;0,50;270606;
03-1010611;11,70;270605;
03-1010613;0,30;270866;
03-1010619;9,80;270424;
03-1010629;6,50;270423;
03-1010632;6,50;271065;
03-1010635;8,90;270305;
03-1010641;5,70;270362;
03-1010664;1,60;272540;
03-1010667;0,80;270654;
03-1010677;35,70;270880;
03-1010678;5,30;271059;
03-1010680;1,50;270983;
03-1010682;2,00;270980;
03-1010686;18,90;272545;
03-1010687;78,80;272546;
03-1010692;3,60;272594;
03-1010694;1,10;272596;
03-1010695;1,90;272542;
03-2000001;2,90;266690;Tornillo hexagonal M12x55 galv.
03-2000003;289,50;266691;Carcasa de rodamiento abridado FAG
03-2000004;114,70;266692;Rodamiento de bolas a rótula FAG DIN 630
03-2000005;35,90;266693;Casquillo tensor DIN 5415
03-2000006;18,00;266694;FAG - Anillo fijo
03-2000007;5,70;266695;Cadena de rodillos 1/2"x5/16" 45GL
03-2000008;9,50;266696;Cadena de rodillos 1/2"x5/16", 71GL
03-2000009;86,30;266697;Juego de tornillos para tanque de lona 1500 y 2000 mm
03-2000010;103,70;266698;Juego de tornillos para tanque de lona 2500 y 3000 mm
03-2000013;44,00;266699;Abrazadera ancha MD50, L=100mm incl. junta de goma (1.4016)
03-2000014;144,30;266700;Caja acorazada en superficie incl. semicilindro y llave
03-2000015;29,50;266701;Llave principal para la caja de llaves de acero inoxidable
03-2000017;3,30;266702;Juego de tornillos engranajes agitador Plus
03-2000020;22,70;266703;Juego de tornillos EF2, revestimiento de caldera
03-2000022;7,10;266704;Juego de tornillos EF2, turbina de aspiración
03-2000028;6,90;266705;Juego de tornillos disco de cubierta sist. alim. Multifire
03-2000029;1,70;266706;Junta tórica ID 15,88x2,62 mm EPDM 70 Shore
03-2000036;25,90;270517;
03-2000038;14,80;269954;
03-2000039;8,60;266707;
03-2000040;12,00;266708;Rueda negra para MGB 240 l
03-2000048;63,60;266709;Juego de tornillos para aislamiento acústico
03-2000051;8,90;266710;Juego de tornillos EF 1 quemador
03-2000052;81,80;266711;Juego de tornillos para revestimiento MF2 20-120kW
03-2000053;10,00;266712;
03-2000057;51,00;269903;
03-2000058;53,90;269904;
03-2000060;43,30;270896;
03-2000062;51,10;266713;
03-2000063;8,60;266714;
03-2000068;51,20;269892;
03-2000070;72,50;270172;
03-2000073;85,50;270847;
03-2000081;13,00;270835;
03-2000082;61,60;270809;
03-2000087;3,30;270864;
03-2000091;21,00;271060;
04-1000001;6,60;266715;Manguera flexible de aluminio 2 capas Ø102mm
04-1000002;13,30;266716;Aluflex Conexión ventiladores
04-1000033;35,60;266717;Cordón de fibra cerámica D15mm lg=1.600mm
04-1000035;6,90;266718;Junta de fibra de vidrio 15x15 lg=950mm
04-1000036;11,30;266719;Junta de fibra de vidrio 15x15 lg=1.530mm
04-1000037;9,20;266720;Paquete de fibra cerámica 12x12 lg=325mm
04-1000038;4,40;266721;Paquete de fibra cerámica 10x10 lg=320mm
04-1000039;6,80;266722;Paquete de fibra cerámica 15x15 lg=360mm
04-1000040;64,20;266723;Chapa de aislamiento SHV puerta del hogar SHV 20-50kW
04-1000041;1,40;266724;Muelle de compresión, SHV
04-1000042;91,50;266725;Salida para tubo de humos SHV
04-1000043;60,60;266726;Parrilla insertable de fundición 1 surtido compuesto de 2 uds.
04-1000044;20,60;266727;Mango de la caldera
04-1000045;2,30;266728;Remache 8x16 semiredondo
04-1000046;2,30;266729;Anillo de seguridad   
04-1000047;1,20;266730;Guarnecido para tornillos SHV 20-50kW
04-1000048;2,30;266731;Manguito 10x15x20 taladro  8,1mm
04-1000049;25,70;266732;Wirbulator SHV 20/30
04-1000050;24,60;266733;Wirbulator SHV 40/50
04-1000051;233,90;266734;Puerta de la cámara de llenado cpl. SHV 20-50
04-1000052;147,10;266735;Puerta de calentamiento SHV 20-50
04-1000053;231,60;266736;Puerta de ceniza cpl. SHV 20-50
04-1000054;115,70;266737;Puerta de lavado superior SHV 20-30
04-1000055;351,20;266738;Piedra de llama 2-partes
04-1000056;55,20;266739;Combustor delantal SHV20/30
04-1000057;75,50;266740;Combustor SHV20/30 delantal frontal izquierda
04-1000058;73,40;266741;Combustor SHV20/30 delantal delantero derecho
04-1000059;31,10;266742;Chapa de protección para marco de la puerta SHV 20/30
04-1000060;56,70;266743;Combustor delantal SHV40/50
04-1000061;83,90;266744;Combustor SHV40/50 delantal frontal izquierdo
04-1000062;41,30;266745;Faldones cámara de combustión posterior centro SHV 40/50
04-1000063;80,50;266746;Combustor SHV40/50 delantal delantero derecho
04-1000064;42,20;266747;Guardabarros para puertas SHV 40/50
04-1000065;60,10;266748;Piedra triangular
04-1000066;489,10;266749;Cámara de combustión completa Juego de recambio SHV 20/30
04-1000067;495,20;266750;Cámara de combustión completa Juego de recambio  SHV 40/50
04-1000068;340,50;266751;Puerta de limpieza lateral completa SHV 20-50
04-1000069;3,30;266752;Válvula de aire en forma de mariposa SHV 20-50Kw
04-1000070;4,30;266753;Válvula de aire SHV
04-1000071;26,20;266754;Vástago de aire SHV 20-30kW
04-1000072;56,80;266755;Aire vínculos SHV 40-50kW
04-1000076;7.254,60;266756;Caldera de combustionador de biomasa 20/30kW cpl.
04-1000078;353,10;266757;WOS-Technik para FGH 20-30
04-1000079;6.515,40;266758;Caldera de combustionador de biomasa 40/50kW cpl.
04-1000081;516,20;266759;Tecnología WOS para SHV 40-50
04-1000446;974,00;266760;Accesorios SHV 20-30kW panel de control, etc
04-1000447;974,00;266761;Accesorios SHV 40-50kW revestimiento de mando, etc.
04-1000448;139,20;266762;Accesorios SHV Set de tornillería 20-50KW
04-1000450;419,00;266763;Accesorios TDS150 caja
04-1000451;124,30;266764;Accesorios TDS1 (TDS150, paquete básico pequeño)
04-1000453;1.174,40;266765;Accesorios TDS 3 - set de sondas completo
04-1000505;12,90;266766;Manilla para puerta de limpieza lateral SHV 20-50
04-1000506;12,50;266767;Empuñadura giratoria puerta de lavado sup. SHV 20-50
04-1000507;2,70;266768;Tuerca de sombrerete puerta de lavado superior SHV 20-50
04-1000508;11,10;266769;Mirilla de SHV
04-1000509;13,80;266770;Bisagra de puerta para SHV, l=433mm
04-1000510;20,20;266771;Chapa de cierre para SHV, l=393mm
04-1000511;13,80;266772;Bisagra de puerta para SHV, l=142mm
04-1000512;12,20;266773;Chapa de cierre para SHV, l=112mm
04-1000515;75,00;266774;Tubo de sujeción para WOS, SHV20-30
04-1000517;3,20;266775;Amortiguador de aire en forma de mariposa, SHV
04-1000518;59,80;266776;Placa de aislamiento puerta de llenado SHV
