Artikel;Netto;Name DE;Name EN;Name ES;id
09-1000215;199,50;Aschebeh�lter Wendekammer TDS vorm.;Ash container reversal chamber TDS pre-assembled;C�mara contenedores de cenizas TDS;353643
09-1000229;314,50;�bergabestation Ascheaustragung;Transfer station, ash removal TDS                              ;Estaci�n de transferencia extracci�n de ceniza TDS;353644
09-1000234;49,00;�berf�llschutzdeckel;Overfill protective cover                                      ;Tapa del dispositivo para la protecci�n frente al sobrellenado;353645
09-1000235;1,30;Evilionrohr Blinddeckel �20 L=175;Evilion pipe blind cover �20 L=175                             ;Tapa ciega tubo de Evilion �20 L=175;353646
09-1000236;2,80;Evilionrohr Steigrohr �20 L=1560;Evilion pipe riser �20 L=1560                                  ;Tubo de Evilion tubo ascendente �20 L=1560;353647
09-1000237;2,10;Evilionrohr Aschekanal �20 L=550;Evilion pipe ash channel �20 l=550;Tubo de Evilion canal de ceniza �20 L=550;353648
09-1000240;16,50;Spannverschluss bearbeitet auto. Ascheau;Tension lock, worked, automatic ash removal                    ;Cierre mecanizado auto. Extr. ceniza;353649
09-1000241;2,00;Evilionrohr Aschekanal �20 L=830;Evilion pipe ash channel �20 l=830;Tubo de Evilion canal de ceniza �20 L=830;353650
09-1000252;9,30;Blinddeckel 3x180x230;Blind cover 3x180x230                                          ;Tapa ciega 3x180x230;353651
09-1000253;229,70;Aschekanal gerade L=707 Ascheaustragung;Ash channel, straight, l=707, ash removal;Canal de ceniza recto L=707 extracci�n de ceniza;353652
09-1000259;11,10;Sensorhalterung 2x50x79,9;Sensor bracket 2x50x79.9                                       ;Soporte de sensor 2x50x79,9;353653
09-1000260;232,70;Aschekanal seitlich L=1007 Ascheaustragu;Ash channel lateral l=1007;Canal lateral L = 1007 TDS descarga de cenizas;353654
09-1000263;51,30;Leitblech �bergabestation Ascheaustragun;Baffle plate transfer point;Chapa deflectora estaci�n de transferencia;353655
09-1000266;65,40;Lagerflansch Ascheaustragung;Bearing flange, ash removal                                    ;Brida de apoyo extracci�n de cenizas;353656
09-1000271;38,20;Anschlussstutzen Aschetonne TDS;Connector, ash bin TDS                                         ;Tubuladura de conexi�n tonel de ceniza TDS;353657
09-1000274;90,90;Motorflansch;Motor flange                                                   ;Brida de motor;353658
09-1000279;246,70;Ascheschnecke TDS 120-180KW;ash screw TDS 120-180kW                                        ;Sinf�n de ceniza TDS 120-180KW;353659
09-1000287;16,00;Aufschubfinger Ascheschnecke TDS;upward transport finger, ash screw TDS                         ;Anillo de desplazamiento sinf�n de ceniza TDS;353660
09-1000289;259,40;Verl�ngerungsschnecke gerade Ascheaustra;Extension screw, straight ash removal;Sinf�n alargador recto extracci�n de ceniza;353661
09-1000294;332,40;Verl�ngerungsschnecke Ascheaustragung TD;Extension screw, ash removal TDS;Extensi�n de descarga de cenizas tornillo TDS;353662
09-1000297;616,50;Steigschnecke Ascheaustragung;Ascending screw, ash removal;Sinf�n ascendente extracci�n de ceniza;353663
09-1000305;342,70;Ascheschnecke;Ash screw;Sinf�n de transporte de ceniza;353664
09-1000309;7,30;Befestigungsblech 5x35x78;fastening plate 5x35x78                                        ;Chapa de fijaci�n 5x35x78;353665
09-1000311;16,50;Spannverschluss bearbeitet Aschebeh�lter;Tension lock, worked, ash container;Cierre mecanizado contenedor de ceniza;353666
09-1000340;314,50;Aschekanal Aschebox 60l Schwei�zeichnung;Ash channel, ash box 60l, welding drawing;Esquema soldadura canal transp. ceniza caja de ceniza 60l;353668
09-1010086;13,40;Aschemotor Isolierung;Ash motor insulation                                           ;Aislamiento motor de ceniza;353670
09-1010095;43,60;Ascheschnecke motorseitig;Ash screw, motor side;Tornillo ceniza trasero (junto motor);353671
09-1010098;89,00;Ascheschnecke bedienseitig;Ash screw, operator side;Tornillo sinf�n de ceniza EF;353672
09-1010117;9,30;Dichtung Ascheschnecke;Ash screw seal;Junta sinf�n de transporte de ceniza;353675
09-1010118;12,80;Motorflansch;Motor flange                                                   ;Brida de motor;353676
09-1010119;10,30;Dichtung Beh�lteraufnahme;Tank mounting seal;Junta alojamiento de contenedor;353677
09-1010135;60,00;Aschebeh�lterdeckel;Ash container cover                                            ;Tapa de contenedor de ceniza;355324
09-1010137;36,40;Achse;Axis                                                           ;Eje;353678
09-1010145;3,50;Dichtung Ascheschneckeantrieb;Seal ash worm drive;Junta accionamiento sinf�n transporte de ceniza;353679
09-1010159;43,00;Saugrohr;Suction pipe;Tubo de aspiraci�n;357071
09-1010176;1,40;K�hlteller;Cooling plate;Plato de refrigeraci�n;355771
09-1010178;1,20;Anpressscheibe_Teil1;Pressing disc_part1;Disco de presi�n_parte 1;355794
09-1010179;1,20;Anpressscheibe_Teil2;Pressing disc_part2;Disco de presi�n_parte 2;355795
09-1010180;2,40;PS-Dichtlippe_Gylon;PS-lip seal_Gylon;Labio sellante PS_Gylon;355796
09-1010198;8,80;Haltewinkel;Mounting bracket;Escuadra de fijaci�n;353681
09-1010200;21,20;Druckteil;Pressure part;Pieza de presi�n;353682
09-1010203;21,40;Druckteil_gespiegelt;Pressure part_mirrored;;355762
09-1010204;9,40;Haltewinkel_lang;Holding bracket_long;Escuadra de fijaci�n_larga;355338
09-1010205;23,10;Druckteil_lang;Pressure part_long;Pieza de presi�n_larga;353683
09-1010207;23,10;Druckteil_gespiegelt_lang;Pressure part_mirrored_long;;353684
09-1010263;17,10;Dichtung Aschekanal Lang;Ash channel long, seal;Junta larga canal de ceniza;353685
09-1010264;14,80;Abdichtung Aschekanal kurz;Seal, ash channel short;Junta corta canal de ceniza;353686
09-1010265;2,50;Membrant�lle Silikon;Membrane grommet silicone;Manguito de membrana de silicona;353687
09-1010286;129,70;Deckel Aschebeh�lter;Cover ash container;Tapa para contenedor de ceniza;355908
09-1010312;1,50;Dichtung Aschekanal hinten;Ash channel seal, rear;Junta trasera canal de ceniza;355773
09-1010313;1,50;Abdichtung Aschekanal hinten;Ash channel seal, rear;Junta trasera canal de ceniza;355772
09-1010316;39,20;Verschlussdeckel;Closing cover;Tapa de cierre;355415
09-1010323;2,60;Einfassung Membrant�lle;Membrane grommet frame;Borde para manguito de membrana;355323
09-1010324;0,70;Distanzscheibe;Spacer washer;Disco separador;355770
09-1010416;2,50;Vorstecker;;;357040
09-1010420;122,40;Ascheschnecke SBG;Ash screw, welding component;;356222
09-1010431;16,90;Trennwand RostA-FlugA;;;356534
09-1010434;152,80;Ascheschnecke;Ash screw;;355744
09-1010441;132,20;Ascheschnecke;Ash screw;;355913
09-1010445;34,60;Dichtung Deckel Aschebeh.;Seal, ash container cover;;356242
09-1010455;110,70;Aschekanal lang;Ash channel long;;356229
09-1010457;100,90;Aschekanal kurz;Ash channel short;;356271
09-1010470;3,00;Verbindungsplatte Sensoraufnahme;Connection plate, sensor bracket;;355740
09-1010471;10,70;Gleitleiste Aschebeh�lter;Sliding bar, ash container;;355739
09-1010474;3,60;Isolierung;Insulation;;356231
09-1010475;17,50;Aufschwimmblech SBG;Floating plate, welding component;;355778
09-1010477;227,20;Ascheschnecke FA;ash screw FA;;355899
09-1010482;207,80;Ascheschnecke FA;Ash screw fly ash;;355912
09-1010487;2,30;Abschottblech;Baffle plate;;356232
09-1010491;2,70;Isolierung;;;356631
09-1010493;2,60;Kanalisolierung;Channel insulation;;356342
09-1010495;2,80;Kanalisolierung lang;Channel insulation long;;356004
09-1010498;8,40;KanalisolierungAlt lang;Channel insulationOld long;;355724
09-1010499;7,50;KanalisolierungAlt;Channel insulationOld;;355723
09-1010502;204,00;Deckel Aschebeh�lter;Cover, ash container;;356119
09-1010516;30,70;Deckel Aschebeh�lter oben;;;357130
09-1010538;2,80;Aufnahmwinkel Abedeckung;;;356832
09-1010553;90,00;Deckel Aschebeh�lter;;;357171
09-1010573;41,10;Verriegelungslasche AB SBG;;;356852
09-1010584;35,20;Dichtung Aschebeh�lter;;;356833
09-1010589;51,50;Drehmomentst�tze Ascheschnecke;Torque support, ash screw;;356411
09-1010596;19,80;Deckel;;;357484
09-1010602;8,50;Halteblech Endschalter;;;357035
09-1010603;667,20;Tonne bearbeitet verst�rkte Ausf.;;;356939
09-1010615;85,20;Querf�rderascheschnecke A2 kompl.;;;356696
09-1010626;6,10;Isolierblock Flugasche 20-50kW;;;356997
09-1010627;6,10;Isolierblock Flugasche 60-120kW;;;356998
09-1010649;40,60;Spannverschluss;;;357025
09-2000003;56,80;KWB Multifire Nachr�stung R�der Aschebox;KWB Multifire retrofit wheels for ash box                      ;Reequipamiento ruedas caja de ceniza KWB Multifire;353688
09-2000005;99,70;Motorflansch Ascheaustragung;Motor flange, ash removal                                      ;Brida de motor extracci�n de ceniza;353689
09-2000008;326,60;Aschebeh�lter Komfort 8-35kW EF2 vm.;Ash container Comfort 8-35kW EF2 pre-assembled;Contenedor de ceniza Confort 8-35kW EF2 prem.;353692
09-2000009;145,10;Aschebeh�lter Nachr�stset EF2 Komfort;Ash container Comfort retrofit set                             ;Kit reequipamiento contenedor de ceniza Comfort;353693
09-2000010;169,40;Transportwagen Aschebeh�lter MF2 / PEF+ vm.;Transport car ash container MF2 / PEF + pre-assembled;Carro de transporte del contenedor de ceniza MF2 / PEF+ prem.;353694
09-2000016;390,00;Aschebeh�lter Wendekammer 240-300kW PF vm.;Ash container reversal chamber 240-300 kW PF pre-assembled;Contenedor de ceniza c�mara de inversi�n 240-300kW PF prem.;353696
09-2000021;683,40;Aschebeh�lter WKR-Basis 240-300kW PF vm.;Ash container reversal chamber cleaning 240-300 kW PF;;355399
09-2000022;785,30;Aschebeh�lter 2 WKR-Komfort 240-300kW PF vm.;;;356885
09-2000023;858,00;Aschebeh�lter 1 WKR-Komfort 240-300kW PF vm.;;;356886
09-2000024;3.276,40;Komfort-Entaschung-WKR 240-300kW PF km.;Convenient ash removal reversal chamber cleaning 240-300kW PF;;356284
09-2000025;325,90;Aschebeh�lter Komfort 8-35kW EF2 vm.;;;356683
09-2000027;49,40;Drehmomentst�tze Ascheschnecke TDS 300;;;357002
09-2000036;170,40;Zubeh�r Ascheverdichtung EF1;Equipment ash compaction EF1;;355926
09-2000039;73,60;Anbauteileset f�r Ersatz-Aschebeh�lter MF2 / PEF+;Attachment parts set for replacement ash container MF2 / PEF+;;355708
09-2000040;836,50;Aschekanal 20-50kW MF2 vm.;Ash channel 20-50kW MF2 pre-assem.;;355950
09-2000041;840,80;Aschekanal 60-120 MF2 vm.;Ash channel 60-120kW MF2 pre-assem.;;355847
09-2000042;784,60;Flugaschekanal 20-50kW MF2 vm.;Fly ash channel 20-50kW MF2 pre-assem.;;355903
09-2000043;881,10;Flugaschekanal 60-120kW MF2 vm.;fly ash channel 60-120kW MF2 preassembled;;355793
09-2000044;432,00;Aschebeh�lter 20-120kW MF2.1 vm. gr�n;Ash container 20-120kW MF2.1 pre-assem. green;;356079
09-2000052;153,60;BG Blindaschekanal 20-50kW MF2;;;357027
09-2000053;159,90;BG Blindaschekanal 60-120kW MF2;;;356765
09-2000054;5,00;Zwischensteg-Dichtung Deckel Aschebeh�l;bridge sealing-cover ash container;;356277
09-2000055;1.162,20;Steigkanal -  autom. Ascheaustragung 240L;;;357094
09-2000058;281,80;Aschebeh�lter MF2.2 links;;;356444
09-2000059;281,80;Aschebeh�lter MF2.2 rechts;;;356445
09-2000060;484,60;Deckel Aschetonne 240L;;;356558
09-2000064;741,30;BG Aschekanal links MF2 20-50kW;;;356875
09-2000065;741,30;BG Aschekanal rechts MF2 20-50kW;;;356805
09-2000066;737,30;BG Aschekanal links MF2 60-120kW;;;356951
09-2000068;789,20;BG Flugaschekanal links MF2 20-50kW;;;356829
09-2000069;789,20;BG Flugaschekanal rechts MF2 20-50kW;;;356806
09-2000070;788,50;BG Flugaschekanal links MF2 60-120kW;;;356950
09-2000071;786,60;BG Flugaschekanal rechts MF2 60-120kW;;;356858
09-2000072;318,40;Aschebeh�lter MF2 links;Ash container MF2 left;;357024
09-2000073;318,40;Aschebeh�lter MF2 rechts;Ash container MF2 right;;357023
09-2000074;160,70;Deckel mit Bohrungen f�r 240L Aschetonne;;;356969
09-2000075;130,20;Aschebeh�lteraufnahme vm;;;357020
09-2000076;95,50;Blinddeckel Flugasche 20-50kW, vm;;;357021
09-2000077;95,50;Blinddeckel Flugasche 60-120kW, vm;;;357022
10-1000001;119,10;Kugelhahn Brenner USP Brandschutzklappe;Ball valve burner USP fire shutter;Llave esf�rica quemador USP compuerta antiincendio;353697
10-1000003;58,20;Kanister vm. inkl. Niveauscha. f�r TDS;Canister pre-assembled incl. level switch for TDS;Bid�n premontado incl. Sensor de nivel para TDS;353699
10-1000005;8,50;Befestigungsscheibe BSK USV 15-100kW;Mounting washer fire shutter USV 15-100kW;Arandela de fijaci�n BSK USV 15-100kW;353700
10-1000020;36,40;Schutzklappe neu  vz USD/USZI15-100kW;Protective shutter new, galvanised USD/USZI15-100kW            ;Compuerta protectora nueva galv. USD/USZI15-100kW;353701
10-1000023;49,60;Brandschutzklappenhebel USD/USZI15-100;Fire shutter lever USD/USZI15-100kW                            ;Palanca para compuerta antiincendios USD/USZI15-100kW;353702
10-1000026;17,90;Revisionsdeckel;Inspection cover                                               ;Tapa de inspecci�n;357019
10-1000036;761,80;Brandschutzklappe Multifire;Fire shutter Multifire;Compuerta antiincendio ZSB hasta Junio 2005;353703
10-1000038;99,70;�bergangsst�ck Fallrohr;Adapter piece downpipe;Pieza de paso tubo de ca�da;353705
10-1000039;67,80;Adapterst�ck Brandschutzklappe;Adapter piece fire shutter for ascending screw;Pieza adaptadora compuerta antiincendios;353706
10-1000042;209,70;�bergang RA - Zellenradschl.;Adapter piece FE - cell wheel sluice;Paso sistema de alimentaci�n - esclusa de rueda celular;353707
10-1000046;149,90;Verbindungsst�ck BSK-Zellenr.;Connector fire shutter cell wheel;Pieza de uni�n rueda celular BSK;353708
10-1010004;6,90;Dichtungsring;Sealing ring;Anillo de obturaci�n;353710
10-1010072;14,20;Servicedeckel_Stokerkanal G30;Service cover_stoker channel G30;Tapa de servicio_canal del cargador G30;355621
10-1010077;25,00;Servicedeckel_Stokerkanal G50;Service cover_stoker channel G50;Tapa de servicio_canal del cargador G50;355620
10-1010083;96,90;Schneidleiste G30;Cutter bar G30;Regleta de corte G30;353711
10-1010085;54,50;Gegenschneide G30;Counter-cutting blade G30;Contracuchilla G30;353712
10-1010093;101,60;Schneidleiste_G50;Cutter bar_G50;Regleta de corte_G50;353713
10-1010094;58,20;Gegenschneide_G50;Counter-cutting blade_G50;Contracuchilla_G50;353714
10-1010120;3,60;Dichtstopfen;Sealing plug;;356020
10-1010122;24,30;Servicedeckel Stokerkanal G30;Stoker channel maintenance cover G30;;355946
10-1010148;2,50;Spannfeder;;;356516
10-1010150;19,90;Kabelkonsolenblech SBG;;;356603
10-1010152;7,40;Abdeckblech Kabelkonsole;;;356604
10-1010155;5,70;Aufnahmedorn;;;356515
10-1010156;6,00;Spanner Hebel 1;;;356517
10-1010157;3,90;Spanner Hebel 2;;;356518
10-1010158;2,10;Distanzscheibe;;;356519
10-1010159;2,80;Buchse;;;356523
10-2000003;931,20;Brandschutzklappe MF2 vm.;Fire shutter MF2 pre-assembled;Compuerta antiincendios MF2 prem.;353717
10-2000004;2.729,80;Zellenradschleuse P45A PF vm.;Cellular wheel sluice P45A PF pre-assembled;;355927
10-2000005;338,10;Nachr�stset L�scheinrichtung S+CH G30;Retrofitting set fire extinguishing system S+CH G30;;355695
10-2000006;380,70;Nachr�stset L�scheinrichtung S+CH G50;Retrofitting set fire extinguishing system S+CH G50;;355696
10-2000007;74,30;Nachr�stset L�scheinrichtung S+CH ZI;;;357137
10-2000008;355,90;Nachr�stset L�scheinrichtung S+CH PEF+;Retrofitting set fire extinguishing system S+CH PEF+;;355758
10-2000016;910,50;Zellenradschleuse G30 vm.;;;356632
10-2000017;1.331,60;Zellenradschleuse G50 vm.;;;356594
10-2000018;446,30;Tauschrotor Zellenradschleuse G30 vm.;;;356453
10-2000019;647,60;Tauschrotor Zellenradschleuse G50 vm.;;;356454
10-2000020;112,60;Lagerpaket Zellenradschleuse MF2 km.;;;357007
11-1000001;6,30;Abdeckblech Stokerlager 1,5x122x122;Cover plate stoker bearing 1.5x122x122;Capa de cubierta apoyo cargador 1,5x122x122;353718
11-1000002;219,30;Kettenradabdeckung;Chain wheel cover;Cubierta para rueda de cadena;353719
11-1000003;93,00;Stokerschneckenf�hrung f�r USV Fr�seinri;Stoker screw duct for USV milling tool;Gu�a de sinf�n de cargador para disp. fresado USV;353720
11-1000004;3,80;Gegenbl�ttchen Gest�nge;Linkage counter-plate                                          ;Contral�minas de v�stago;353721
11-1000006;89,20;Distanzh�lse Hebel;Lever spacer sleeve                                            ;Casquillo separador palanca;355332
11-1000007;130,60;Seitenblech Beh�lter ZI;Side plate, tank ZI                                            ;Chapa lateral para contenedor ZI;353722
11-1000008;161,60;Seitenblech Beh�lter V 100x510x1,25  RA;Side plate, tank V 100x510x1.25�FE                             ;Chapa lateral para contenedor V 100x510x1,25 sist. alim.;353723
11-1000009;43,60;Ratsche 1/2 Zoll bearbeitet;Ratchet 1/2"" processed;Carraca 1/2""  preparado;353724
11-1000010;65,00;Knarre 1/2"" Ratsche kpl. vorm. USZI;Ratchet 1/2"", ratchet fully pre-assembled USZI;Carraca 1/2""  completo premontado USZI;353725
11-1000011;83,60;Knarre 1/2"" Ratsche kpl. vorm. USD;Ratchet 1/2"", ratchet fully pre-assembled USD;Carraca 1/2""  completo premontado USD;353726
11-1000027;127,60;Antriebshebel f�r Schubplatten;Drive arm for feed plates;Palanca accionamiento para planchas deslizantes;353727
11-1000028;213,70;Hebel Schubplatten gekr�pft;Arm feed plates offset;Palanca planchas deslizantes ondulada;353728
11-1000035;50,70;Gest�nge Links Stokerbeh�lter USZI;Linkage, left stoker tank USZI                                 ;V�stago izq. del contenedor del cargador USZI;353729
11-1000038;50,70;Gest�nge Rechts Stokerbeh�lter;Right linkage, stoker tank                                     ;Varilla derecha para contenedor de cargador;353730
11-1000042;272,50;Zwischenring;Intermediate ring;Anillo intermedio USV;353731
11-1000045;277,60;Deckel Zwischenbeh�lter 200l;Cover hopper 200l;Tapa para contenedor intermedio de 200l;355851
11-1000056;243,20;Deckel;Cover;Tapa;353734
11-1000063;691,10;Stokerdeckel Zusammenbau f�r USV mit RA;Stoker cover assembly for USV with FE;Cubierta sinf�n de la caldera para USV con RA;353735
11-1000068;65,60;Einsatzblech linke Ausf�hrung f�r Hobels;Insert plate for left-hand version for shavings;Chapa ejecuci�n izquierda para cepillo;353736
11-1000072;65,60;Einsatzblech rechte Ausf�hrung f�r Hobel;Insert plate right-hand version for shavings;Chapa ejecuci�n derecha para cepillo;353737
11-1000074;145,10;Kettenradabdeckung f�r USD 15-100kW;Chain wheel cover for USP 15-100kW;Cubierta de rueda de cadena para USD 15-100kW;353738
11-1000087;270,00;Revisionsdeckel inkl. Dichtung USD 15-1;Inspection cover, incl. seal USD 15-1                          ;Tapa de inspecci�n con junta USD 15-1;353739
11-1000088;184,50;Seitendeckel;Side cover ;Tapa lateral de contenedores;353740
11-1000092;74,30;Verbindungsh�lse f�r Gelenk;adapter sleeve for joint                                       ;Manguito de conexi�n para junta cardan;353741
11-1000093;44,10;Wellengelenk Pelletsbeh�lter;Cardan joint pellets container;Junta cardan contenedor de pelets �16mm;353742
11-1000098;19,40;Welle Kettengetriebe Beh�lter;Shaft chain gear container;Eje accionamiento cadena contenedor;353743
